5000
1,outside,Generic Room,
WEST,25,Generic West
21,outside,Generic Room,
NORTH,24,Generic North
SOUTH,30,Generic South
EAST,20,Generic East
WEST,22,Generic West
22,outside,Generic Room,
NORTH,23,Generic North
SOUTH,29,Generic South
EAST,25,Generic East
WEST,0,Generic West
23,outside,Generic Room,
NORTH,0,Generic North
SOUTH,22,Generic South
EAST,24,Generic East
WEST,0,Generic West
24,outside,Generic Room,
NORTH,0,Generic North
SOUTH,25,Generic South
EAST,15,Generic East
WEST,23,Generic West
25,outside,Generic Room,
NORTH,24,Generic North
SOUTH,30,Generic South
EAST,20,Generic East
WEST,22,Generic West
26,outside,Generic Room,
NORTH,25,Generic North
SOUTH,0,Generic South
EAST,27,Generic East
WEST,29,Generic West
27,outside,Generic Room,
NORTH,20,Generic North
SOUTH,0,Generic South
EAST,0,Generic East
WEST,30,Generic West
28,outside,Generic Room,
NORTH,20,Generic North
SOUTH,163,Generic South
EAST,29,Generic East
WEST,143,Generic West
29,outside,Generic Room,
NORTH,22,Generic North
SOUTH,0,Generic South
EAST,30,Generic East
WEST,28,Generic West
30,outside,Generic Room,
NORTH,25,Generic North
SOUTH,0,Generic South
EAST,27,Generic East
WEST,29,Generic West
31,outside,Generic Room,
NORTH,34,Generic North
SOUTH,155,Generic South
EAST,143,Generic East
WEST,32,Generic West
32,outside,Generic Room,
NORTH,193,Generic North
SOUTH,44,Generic South
EAST,31,Generic East
WEST,278,Generic West
33,outside,Generic Room,
NORTH,194,Generic North
SOUTH,32,Generic South
EAST,34,Generic East
WEST,201,Generic West
34,outside,Generic Room,
NORTH,154,Generic North
SOUTH,31,Generic South
EAST,200,Generic East
WEST,193,Generic West
35,outside,Generic Room,
NORTH,31,Generic North
SOUTH,203,Generic South
EAST,156,Generic East
WEST,44,Generic West
36,outside,Generic Room,
NORTH,39,Generic North
SOUTH,34,Generic South
EAST,199,Generic East
WEST,194,Generic West
37,outside,Generic Room,
NORTH,38,Generic North
SOUTH,193,Generic South
EAST,154,Generic East
WEST,0,Generic West
38,outside,Generic Room,
NORTH,0,Generic North
SOUTH,194,Generic South
EAST,39,Generic East
WEST,0,Generic West
39,outside,Generic Room,
NORTH,40,Generic North
SOUTH,154,Generic South
EAST,0,Generic East
WEST,38,Generic West
40,outside,Generic Room,
NORTH,0,Generic North
SOUTH,39,Generic South
EAST,0,Generic East
WEST,38,Generic West
41,outside,Generic Room,
NORTH,31,Generic North
SOUTH,203,Generic South
EAST,156,Generic East
WEST,44,Generic West
42,outside,Generic Room,
NORTH,39,Generic North
SOUTH,34,Generic South
EAST,199,Generic East
WEST,194,Generic West
43,outside,Generic Room,
NORTH,38,Generic North
SOUTH,193,Generic South
EAST,154,Generic East
WEST,37,Generic West
44,outside,Generic Room,
NORTH,32,Generic North
SOUTH,275,Generic South
EAST,155,Generic East
WEST,164,Generic West
45,outside,Generic Room,
NORTH,44,Generic North
SOUTH,276,Generic South
EAST,203,Generic East
WEST,274,Generic West
46,outside,Generic Room,
NORTH,164,Generic North
SOUTH,277,Generic South
EAST,275,Generic East
WEST,273,Generic West
47,outside,Generic Room,
NORTH,227,Generic North
SOUTH,228,Generic South
EAST,274,Generic East
WEST,298,Generic West
48,outside,Generic Room,
NORTH,299,Generic North
SOUTH,272,Generic South
EAST,273,Generic East
WEST,270,Generic West
49,outside,Generic Room,
NORTH,273,Generic North
SOUTH,304,Generic South
EAST,277,Generic East
WEST,272,Generic West
50,outside,Generic Room,
NORTH,228,Generic North
SOUTH,305,Generic South
EAST,121,Generic East
WEST,217,Generic West
51,outside,Generic Room,
NORTH,277,Generic North
SOUTH,166,Generic South
EAST,52,Generic East
WEST,304,Generic West
52,outside,Generic Room,
NORTH,276,Generic North
SOUTH,122,Generic South
EAST,53,Generic East
WEST,121,Generic West
53,outside,Generic Room,
NORTH,197,Generic North
SOUTH,196,Generic South
EAST,54,Generic East
WEST,52,Generic West
54,outside,Generic Room,
NORTH,142,Generic North
SOUTH,157,Generic South
EAST,0,Generic East
WEST,53,Generic West
55,outside,Generic Room,
NORTH,54,Generic North
SOUTH,0,Generic South
EAST,158,Generic East
WEST,196,Generic West
56,outside,Generic Room,
NORTH,204,Generic North
SOUTH,54,Generic South
EAST,162,Generic East
WEST,197,Generic West
57,outside,Generic Room,
NORTH,203,Generic North
SOUTH,53,Generic South
EAST,142,Generic East
WEST,276,Generic West
58,outside,Generic Room,
NORTH,275,Generic North
SOUTH,52,Generic South
EAST,197,Generic East
WEST,277,Generic West
59,outside,Generic Room,
NORTH,52,Generic North
SOUTH,52,Generic South
EAST,196,Generic East
WEST,166,Generic West
60,outside,Generic Room,
NORTH,275,Generic North
SOUTH,52,Generic South
EAST,197,Generic East
WEST,277,Generic West
61,outside,Generic Room,
NORTH,155,Generic North
SOUTH,197,Generic South
EAST,204,Generic East
WEST,275,Generic West
62,outside,Generic Room,
NORTH,164,Generic North
SOUTH,277,Generic South
EAST,275,Generic East
WEST,273,Generic West
63,outside,Generic Room,
NORTH,227,Generic North
SOUTH,228,Generic South
EAST,274,Generic East
WEST,298,Generic West
64,outside,Generic Room,
NORTH,299,Generic North
SOUTH,272,Generic South
EAST,273,Generic East
WEST,270,Generic West
65,outside,Generic Room,
NORTH,227,Generic North
SOUTH,228,Generic South
EAST,274,Generic East
WEST,298,Generic West
66,outside,Generic Room,
NORTH,164,Generic North
SOUTH,277,Generic South
EAST,275,Generic East
WEST,273,Generic West
67,outside,Generic Room,
NORTH,278,Generic North
SOUTH,274,Generic South
EAST,44,Generic East
WEST,227,Generic West
68,outside,Generic Room,
NORTH,274,Generic North
SOUTH,121,Generic South
EAST,276,Generic East
WEST,228,Generic West
69,outside,Generic Room,
NORTH,201,Generic North
SOUTH,164,Generic South
EAST,32,Generic East
WEST,190,Generic West
70,outside,Generic Room,
NORTH,274,Generic North
SOUTH,121,Generic South
EAST,276,Generic East
WEST,228,Generic West
71,outside,Generic Room,
NORTH,273,Generic North
SOUTH,304,Generic South
EAST,277,Generic East
WEST,272,Generic West
72,outside,Generic Room,
NORTH,228,Generic North
SOUTH,305,Generic South
EAST,121,Generic East
WEST,217,Generic West
73,outside,Generic Room,
NORTH,166,Generic North
SOUTH,74,Generic South
EAST,51,Generic East
WEST,303,Generic West
74,outside,Generic Room,
NORTH,171,Generic North
SOUTH,120,Generic South
EAST,75,Generic East
WEST,118,Generic West
75,outside,Generic Room,
NORTH,73,Generic North
SOUTH,0,Generic South
EAST,0,Generic East
WEST,74,Generic West
76,outside,Generic Room,
NORTH,303,Generic North
SOUTH,119,Generic South
EAST,74,Generic East
WEST,292,Generic West
77,outside,Generic Room,
NORTH,302,Generic North
SOUTH,256,Generic South
EAST,118,Generic East
WEST,104,Generic West
78,outside,Generic Room,
NORTH,304,Generic North
SOUTH,303,Generic South
EAST,166,Generic East
WEST,259,Generic West
79,outside,Generic Room,
NORTH,305,Generic North
SOUTH,118,Generic South
EAST,171,Generic East
WEST,302,Generic West
80,outside,Generic Room,
NORTH,166,Generic North
SOUTH,74,Generic South
EAST,73,Generic East
WEST,303,Generic West
81,outside,Generic Room,
NORTH,259,Generic North
SOUTH,292,Generic South
EAST,303,Generic East
WEST,255,Generic West
82,outside,Generic Room,
NORTH,292,Generic North
SOUTH,83,Generic South
EAST,119,Generic East
WEST,261,Generic West
83,outside,Generic Room,
NORTH,256,Generic North
SOUTH,257,Generic South
EAST,0,Generic East
WEST,291,Generic West
84,outside,Generic Room,
NORTH,261,Generic North
SOUTH,85,Generic South
EAST,83,Generic East
WEST,0,Generic West
85,outside,Generic Room,
NORTH,291,Generic North
SOUTH,0,Generic South
EAST,257,Generic East
WEST,0,Generic West
86,outside,Generic Room,
NORTH,83,Generic North
SOUTH,0,Generic South
EAST,87,Generic East
WEST,85,Generic West
87,outside,Generic Room,
NORTH,83,Generic North
SOUTH,88,Generic South
EAST,0,Generic East
WEST,257,Generic West
88,outside,Generic Room,
NORTH,87,Generic North
SOUTH,0,Generic South
EAST,0,Generic East
WEST,86,Generic West
89,outside,Generic Room,
NORTH,118,Generic North
SOUTH,88,Generic South
EAST,120,Generic East
WEST,256,Generic West
90,outside,Generic Room,
NORTH,292,Generic North
SOUTH,83,Generic South
EAST,119,Generic East
WEST,261,Generic West
91,outside,Generic Room,
NORTH,83,Generic North
SOUTH,83,Generic South
EAST,87,Generic East
WEST,85,Generic West
92,outside,Generic Room,
NORTH,259,Generic North
SOUTH,292,Generic South
EAST,303,Generic East
WEST,255,Generic West
93,outside,Generic Room,
NORTH,305,Generic North
SOUTH,118,Generic South
EAST,171,Generic East
WEST,302,Generic West
94,outside,Generic Room,
NORTH,166,Generic North
SOUTH,74,Generic South
EAST,80,Generic East
WEST,303,Generic West
95,outside,Generic Room,
NORTH,259,Generic North
SOUTH,292,Generic South
EAST,303,Generic East
WEST,255,Generic West
96,outside,Generic Room,
NORTH,305,Generic North
SOUTH,118,Generic South
EAST,171,Generic East
WEST,302,Generic West
97,outside,Generic Room,
NORTH,259,Generic North
SOUTH,292,Generic South
EAST,303,Generic East
WEST,255,Generic West
98,outside,Generic Room,
NORTH,217,Generic North
SOUTH,302,Generic South
EAST,305,Generic East
WEST,306,Generic West
99,outside,Generic Room,
NORTH,304,Generic North
SOUTH,303,Generic South
EAST,166,Generic East
WEST,259,Generic West
100,outside,Generic Room,
NORTH,218,Generic North
SOUTH,255,Generic South
EAST,259,Generic East
WEST,101,Generic West
101,outside,Generic Room,
NORTH,219,Generic North
SOUTH,220,Generic South
EAST,306,Generic East
WEST,311,Generic West
102,outside,Generic Room,
NORTH,101,Generic North
SOUTH,103,Generic South
EAST,255,Generic East
WEST,253,Generic West
103,outside,Generic Room,
NORTH,220,Generic North
SOUTH,254,Generic South
EAST,104,Generic East
WEST,234,Generic West
104,outside,Generic Room,
NORTH,255,Generic North
SOUTH,261,Generic South
EAST,292,Generic East
WEST,103,Generic West
105,outside,Generic Room,
NORTH,104,Generic North
SOUTH,291,Generic South
EAST,256,Generic East
WEST,254,Generic West
106,outside,Generic Room,
NORTH,259,Generic North
SOUTH,292,Generic South
EAST,303,Generic East
WEST,255,Generic West
107,outside,Generic Room,
NORTH,292,Generic North
SOUTH,83,Generic South
EAST,119,Generic East
WEST,261,Generic West
108,outside,Generic Room,
NORTH,259,Generic North
SOUTH,292,Generic South
EAST,303,Generic East
WEST,255,Generic West
109,outside,Generic Room,
NORTH,217,Generic North
SOUTH,302,Generic South
EAST,305,Generic East
WEST,306,Generic West
110,outside,Generic Room,
NORTH,304,Generic North
SOUTH,303,Generic South
EAST,166,Generic East
WEST,259,Generic West
111,outside,Generic Room,
NORTH,218,Generic North
SOUTH,255,Generic South
EAST,259,Generic East
WEST,101,Generic West
112,outside,Generic Room,
NORTH,217,Generic North
SOUTH,302,Generic South
EAST,305,Generic East
WEST,306,Generic West
113,outside,Generic Room,
NORTH,272,Generic North
SOUTH,259,Generic South
EAST,304,Generic East
WEST,218,Generic West
114,outside,Generic Room,
NORTH,305,Generic North
SOUTH,118,Generic South
EAST,171,Generic East
WEST,302,Generic West
115,outside,Generic Room,
NORTH,259,Generic North
SOUTH,292,Generic South
EAST,303,Generic East
WEST,255,Generic West
116,outside,Generic Room,
NORTH,292,Generic North
SOUTH,83,Generic South
EAST,119,Generic East
WEST,261,Generic West
117,outside,Generic Room,
NORTH,305,Generic North
SOUTH,118,Generic South
EAST,171,Generic East
WEST,302,Generic West
118,outside,Generic Room,
NORTH,303,Generic North
SOUTH,119,Generic South
EAST,74,Generic East
WEST,292,Generic West
119,outside,Generic Room,
NORTH,118,Generic North
SOUTH,89,Generic South
EAST,120,Generic East
WEST,256,Generic West
120,outside,Generic Room,
NORTH,74,Generic North
SOUTH,0,Generic South
EAST,0,Generic East
WEST,119,Generic West
121,outside,Generic Room,
NORTH,277,Generic North
SOUTH,166,Generic South
EAST,52,Generic East
WEST,304,Generic West
122,outside,Generic Room,
NORTH,52,Generic North
SOUTH,0,Generic South
EAST,196,Generic East
WEST,166,Generic West
123,outside,Generic Room,
NORTH,121,Generic North
SOUTH,171,Generic South
EAST,122,Generic East
WEST,305,Generic West
124,outside,Generic Room,
NORTH,275,Generic North
SOUTH,52,Generic South
EAST,197,Generic East
WEST,277,Generic West
125,outside,Generic Room,
NORTH,155,Generic North
SOUTH,197,Generic South
EAST,204,Generic East
WEST,275,Generic West
126,outside,Generic Room,
NORTH,53,Generic North
SOUTH,57,Generic South
EAST,157,Generic East
WEST,122,Generic West
127,outside,Generic Room,
NORTH,121,Generic North
SOUTH,171,Generic South
EAST,122,Generic East
WEST,305,Generic West
128,outside,Generic Room,
NORTH,201,Generic North
SOUTH,164,Generic South
EAST,32,Generic East
WEST,190,Generic West
129,outside,Generic Room,
NORTH,44,Generic North
SOUTH,276,Generic South
EAST,203,Generic East
WEST,274,Generic West
130,outside,Generic Room,
NORTH,275,Generic North
SOUTH,52,Generic South
EAST,197,Generic East
WEST,277,Generic West
131,outside,Generic Room,
NORTH,274,Generic North
SOUTH,121,Generic South
EAST,276,Generic East
WEST,228,Generic West
132,outside,Generic Room,
NORTH,44,Generic North
SOUTH,276,Generic South
EAST,203,Generic East
WEST,274,Generic West
133,outside,Generic Room,
NORTH,164,Generic North
SOUTH,277,Generic South
EAST,275,Generic East
WEST,273,Generic West
134,outside,Generic Room,
NORTH,44,Generic North
SOUTH,276,Generic South
EAST,203,Generic East
WEST,274,Generic West
135,outside,Generic Room,
NORTH,164,Generic North
SOUTH,277,Generic South
EAST,275,Generic East
WEST,273,Generic West
136,outside,Generic Room,
NORTH,44,Generic North
SOUTH,276,Generic South
EAST,203,Generic East
WEST,274,Generic West
137,outside,Generic Room,
NORTH,164,Generic North
SOUTH,277,Generic South
EAST,275,Generic East
WEST,273,Generic West
138,outside,Generic Room,
NORTH,44,Generic North
SOUTH,276,Generic South
EAST,203,Generic East
WEST,274,Generic West
139,outside,Generic Room,
NORTH,155,Generic North
SOUTH,197,Generic South
EAST,204,Generic East
WEST,275,Generic West
140,outside,Generic Room,
NORTH,156,Generic North
SOUTH,142,Generic South
EAST,144,Generic East
WEST,203,Generic West
141,outside,Generic Room,
NORTH,54,Generic North
SOUTH,56,Generic South
EAST,158,Generic East
WEST,196,Generic West
142,outside,Generic Room,
NORTH,204,Generic North
SOUTH,54,Generic South
EAST,162,Generic East
WEST,197,Generic West
143,outside,Generic Room,
NORTH,200,Generic North
SOUTH,156,Generic South
EAST,28,Generic East
WEST,31,Generic West
144,outside,Generic Room,
NORTH,163,Generic North
SOUTH,162,Generic South
EAST,28,Generic East
WEST,204,Generic West
145,outside,Generic Room,
NORTH,164,Generic North
SOUTH,277,Generic South
EAST,275,Generic East
WEST,273,Generic West
146,outside,Generic Room,
NORTH,201,Generic North
SOUTH,164,Generic South
EAST,32,Generic East
WEST,190,Generic West
147,outside,Generic Room,
NORTH,274,Generic North
SOUTH,121,Generic South
EAST,276,Generic East
WEST,228,Generic West
148,outside,Generic Room,
NORTH,121,Generic North
SOUTH,171,Generic South
EAST,122,Generic East
WEST,305,Generic West
149,outside,Generic Room,
NORTH,275,Generic North
SOUTH,52,Generic South
EAST,197,Generic East
WEST,277,Generic West
150,outside,Generic Room,
NORTH,155,Generic North
SOUTH,197,Generic South
EAST,204,Generic East
WEST,275,Generic West
151,outside,Generic Room,
NORTH,164,Generic North
SOUTH,277,Generic South
EAST,275,Generic East
WEST,273,Generic West
152,outside,Generic Room,
NORTH,44,Generic North
SOUTH,276,Generic South
EAST,203,Generic East
WEST,274,Generic West
153,outside,Generic Room,
NORTH,155,Generic North
SOUTH,197,Generic South
EAST,204,Generic East
WEST,275,Generic West
154,outside,Generic Room,
NORTH,39,Generic North
SOUTH,34,Generic South
EAST,199,Generic East
WEST,194,Generic West
155,outside,Generic Room,
NORTH,31,Generic North
SOUTH,203,Generic South
EAST,156,Generic East
WEST,44,Generic West
156,outside,Generic Room,
NORTH,143,Generic North
SOUTH,204,Generic South
EAST,163,Generic East
WEST,155,Generic West
157,outside,Generic Room,
NORTH,54,Generic North
SOUTH,140,Generic South
EAST,158,Generic East
WEST,196,Generic West
158,outside,Generic Room,
NORTH,54,Generic North
SOUTH,159,Generic South
EAST,0,Generic East
WEST,157,Generic West
159,outside,Generic Room,
NORTH,158,Generic North
SOUTH,160,Generic South
EAST,0,Generic East
WEST,157,Generic West
160,outside,Generic Room,
NORTH,159,Generic North
SOUTH,161,Generic South
EAST,0,Generic East
WEST,0,Generic West
161,outside,Generic Room,
NORTH,160,Generic North
SOUTH,0,Generic South
EAST,0,Generic East
WEST,0,Generic West
162,outside,Generic Room,
NORTH,144,Generic North
SOUTH,161,Generic South
EAST,0,Generic East
WEST,142,Generic West
163,outside,Generic Room,
NORTH,28,Generic North
SOUTH,144,Generic South
EAST,0,Generic East
WEST,156,Generic West
164,outside,Generic Room,
NORTH,278,Generic North
SOUTH,274,Generic South
EAST,44,Generic East
WEST,227,Generic West
165,outside,Generic Room,
NORTH,274,Generic North
SOUTH,121,Generic South
EAST,276,Generic East
WEST,228,Generic West
166,outside,Generic Room,
NORTH,121,Generic North
SOUTH,171,Generic South
EAST,122,Generic East
WEST,305,Generic West
167,outside,Generic Room,
NORTH,304,Generic North
SOUTH,303,Generic South
EAST,166,Generic East
WEST,259,Generic West
168,outside,Generic Room,
NORTH,228,Generic North
SOUTH,305,Generic South
EAST,121,Generic East
WEST,217,Generic West
169,outside,Generic Room,
NORTH,272,Generic North
SOUTH,259,Generic South
EAST,304,Generic East
WEST,218,Generic West
170,outside,Generic Room,
NORTH,305,Generic North
SOUTH,118,Generic South
EAST,171,Generic East
WEST,302,Generic West
171,outside,Generic Room,
NORTH,166,Generic North
SOUTH,74,Generic South
EAST,94,Generic East
WEST,303,Generic West
172,outside,Generic Room,
NORTH,259,Generic North
SOUTH,292,Generic South
EAST,303,Generic East
WEST,255,Generic West
173,outside,Generic Room,
NORTH,292,Generic North
SOUTH,83,Generic South
EAST,119,Generic East
WEST,261,Generic West
174,outside,Generic Room,
NORTH,305,Generic North
SOUTH,118,Generic South
EAST,171,Generic East
WEST,302,Generic West
175,outside,Generic Room,
NORTH,228,Generic North
SOUTH,305,Generic South
EAST,121,Generic East
WEST,217,Generic West
176,outside,Generic Room,
NORTH,227,Generic North
SOUTH,228,Generic South
EAST,274,Generic East
WEST,298,Generic West
177,outside,Generic Room,
NORTH,164,Generic North
SOUTH,277,Generic South
EAST,275,Generic East
WEST,273,Generic West
178,outside,Generic Room,
NORTH,227,Generic North
SOUTH,228,Generic South
EAST,274,Generic East
WEST,298,Generic West
179,outside,Generic Room,
NORTH,164,Generic North
SOUTH,277,Generic South
EAST,275,Generic East
WEST,273,Generic West
180,outside,Generic Room,
NORTH,227,Generic North
SOUTH,228,Generic South
EAST,274,Generic East
WEST,298,Generic West
181,outside,Generic Room,
NORTH,190,Generic North
SOUTH,273,Generic South
EAST,164,Generic East
WEST,299,Generic West
182,outside,Generic Room,
NORTH,274,Generic North
SOUTH,121,Generic South
EAST,276,Generic East
WEST,228,Generic West
183,outside,Generic Room,
NORTH,44,Generic North
SOUTH,276,Generic South
EAST,203,Generic East
WEST,274,Generic West
184,outside,Generic Room,
NORTH,155,Generic North
SOUTH,197,Generic South
EAST,204,Generic East
WEST,275,Generic West
185,outside,Generic Room,
NORTH,164,Generic North
SOUTH,277,Generic South
EAST,275,Generic East
WEST,273,Generic West
186,outside,Generic Room,
NORTH,274,Generic North
SOUTH,121,Generic South
EAST,276,Generic East
WEST,228,Generic West
187,outside,Generic Room,
NORTH,273,Generic North
SOUTH,304,Generic South
EAST,277,Generic East
WEST,272,Generic West
188,outside,Generic Room,
NORTH,227,Generic North
SOUTH,228,Generic South
EAST,274,Generic East
WEST,298,Generic West
189,outside,Generic Room,
NORTH,190,Generic North
SOUTH,273,Generic South
EAST,164,Generic East
WEST,299,Generic West
190,outside,Generic Room,
NORTH,287,Generic North
SOUTH,227,Generic South
EAST,278,Generic East
WEST,279,Generic West
191,outside,Generic Room,
NORTH,164,Generic North
SOUTH,277,Generic South
EAST,275,Generic East
WEST,273,Generic West
192,outside,Generic Room,
NORTH,44,Generic North
SOUTH,276,Generic South
EAST,203,Generic East
WEST,274,Generic West
193,outside,Generic Room,
NORTH,194,Generic North
SOUTH,32,Generic South
EAST,34,Generic East
WEST,201,Generic West
194,outside,Generic Room,
NORTH,38,Generic North
SOUTH,193,Generic South
EAST,154,Generic East
WEST,0,Generic West
195,outside,Generic Room,
NORTH,203,Generic North
SOUTH,53,Generic South
EAST,142,Generic East
WEST,276,Generic West
196,outside,Generic Room,
NORTH,53,Generic North
SOUTH,53,Generic South
EAST,157,Generic East
WEST,122,Generic West
197,outside,Generic Room,
NORTH,203,Generic North
SOUTH,53,Generic South
EAST,142,Generic East
WEST,276,Generic West
198,outside,Generic Room,
NORTH,156,Generic North
SOUTH,142,Generic South
EAST,144,Generic East
WEST,203,Generic West
199,outside,Generic Room,
NORTH,156,Generic North
SOUTH,200,Generic South
EAST,144,Generic East
WEST,154,Generic West
200,outside,Generic Room,
NORTH,199,Generic North
SOUTH,143,Generic South
EAST,0,Generic East
WEST,34,Generic West
201,outside,Generic Room,
NORTH,199,Generic North
SOUTH,278,Generic South
EAST,193,Generic East
WEST,287,Generic West
202,outside,Generic Room,
NORTH,275,Generic North
SOUTH,52,Generic South
EAST,197,Generic East
WEST,277,Generic West
203,outside,Generic Room,
NORTH,155,Generic North
SOUTH,197,Generic South
EAST,204,Generic East
WEST,275,Generic West
204,outside,Generic Room,
NORTH,156,Generic North
SOUTH,142,Generic South
EAST,144,Generic East
WEST,203,Generic West
205,outside,Generic Room,
NORTH,164,Generic North
SOUTH,277,Generic South
EAST,275,Generic East
WEST,273,Generic West
206,outside,Generic Room,
NORTH,274,Generic North
SOUTH,121,Generic South
EAST,276,Generic East
WEST,228,Generic West
207,outside,Generic Room,
NORTH,273,Generic North
SOUTH,304,Generic South
EAST,277,Generic East
WEST,272,Generic West
208,outside,Generic Room,
NORTH,298,Generic North
SOUTH,217,Generic South
EAST,228,Generic East
WEST,224,Generic West
209,outside,Generic Room,
NORTH,227,Generic North
SOUTH,228,Generic South
EAST,274,Generic East
WEST,298,Generic West
210,outside,Generic Room,
NORTH,190,Generic North
SOUTH,273,Generic South
EAST,164,Generic East
WEST,299,Generic West
211,outside,Generic Room,
NORTH,273,Generic North
SOUTH,304,Generic South
EAST,277,Generic East
WEST,272,Generic West
212,outside,Generic Room,
NORTH,164,Generic North
SOUTH,277,Generic South
EAST,275,Generic East
WEST,273,Generic West
213,outside,Generic Room,
NORTH,201,Generic North
SOUTH,164,Generic South
EAST,32,Generic East
WEST,190,Generic West
214,outside,Generic Room,
NORTH,274,Generic North
SOUTH,121,Generic South
EAST,276,Generic East
WEST,228,Generic West
215,outside,Generic Room,
NORTH,273,Generic North
SOUTH,304,Generic South
EAST,277,Generic East
WEST,272,Generic West
216,outside,Generic Room,
NORTH,228,Generic North
SOUTH,305,Generic South
EAST,121,Generic East
WEST,217,Generic West
217,outside,Generic Room,
NORTH,272,Generic North
SOUTH,259,Generic South
EAST,304,Generic East
WEST,218,Generic West
218,outside,Generic Room,
NORTH,224,Generic North
SOUTH,306,Generic South
EAST,217,Generic East
WEST,219,Generic West
219,outside,Generic Room,
NORTH,0,Generic North
SOUTH,101,Generic South
EAST,218,Generic East
WEST,310,Generic West
220,outside,Generic Room,
NORTH,101,Generic North
SOUTH,103,Generic South
EAST,255,Generic East
WEST,253,Generic West
221,outside,Generic Room,
NORTH,306,Generic North
SOUTH,104,Generic South
EAST,302,Generic East
WEST,220,Generic West
222,outside,Generic Room,
NORTH,104,Generic North
SOUTH,291,Generic South
EAST,256,Generic East
WEST,254,Generic West
223,outside,Generic Room,
NORTH,104,Generic North
SOUTH,224,Generic South
EAST,298,Generic East
WEST,269,Generic West
224,outside,Generic Room,
NORTH,270,Generic North
SOUTH,218,Generic South
EAST,272,Generic East
WEST,0,Generic West
225,outside,Generic Room,
NORTH,299,Generic North
SOUTH,272,Generic South
EAST,273,Generic East
WEST,270,Generic West
226,outside,Generic Room,
NORTH,227,Generic North
SOUTH,228,Generic South
EAST,274,Generic East
WEST,298,Generic West
227,outside,Generic Room,
NORTH,190,Generic North
SOUTH,273,Generic South
EAST,164,Generic East
WEST,299,Generic West
228,outside,Generic Room,
NORTH,273,Generic North
SOUTH,304,Generic South
EAST,277,Generic East
WEST,272,Generic West
229,outside,Generic Room,
NORTH,228,Generic North
SOUTH,305,Generic South
EAST,121,Generic East
WEST,217,Generic West
230,outside,Generic Room,
NORTH,304,Generic North
SOUTH,303,Generic South
EAST,166,Generic East
WEST,259,Generic West
231,outside,Generic Room,
NORTH,305,Generic North
SOUTH,118,Generic South
EAST,171,Generic East
WEST,302,Generic West
232,outside,Generic Room,
NORTH,259,Generic North
SOUTH,292,Generic South
EAST,303,Generic East
WEST,255,Generic West
233,outside,Generic Room,
NORTH,311,Generic North
SOUTH,234,Generic South
EAST,220,Generic East
WEST,246,Generic West
234,outside,Generic Room,
NORTH,253,Generic North
SOUTH,0,Generic South
EAST,103,Generic East
WEST,235,Generic West
235,outside,Generic Room,
NORTH,246,Generic North
SOUTH,236,Generic South
EAST,234,Generic East
WEST,0,Generic West
236,outside,Generic Room,
NORTH,235,Generic North
SOUTH,244,Generic South
EAST,234,Generic East
WEST,0,Generic West
237,outside,Generic Room,
NORTH,236,Generic North
SOUTH,242,Generic South
EAST,238,Generic East
