20000
1,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,54,East Description
WEST,0,West Description
54,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,55,East Description
WEST,0,West Description
55,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,56,East Description
WEST,0,West Description
56,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,57,East Description
WEST,0,West Description
57,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,58,East Description
WEST,0,West Description
58,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,59,East Description
WEST,0,West Description
59,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,60,East Description
WEST,0,West Description
60,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,61,East Description
WEST,0,West Description
61,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,62,East Description
WEST,0,West Description
62,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,63,East Description
WEST,0,West Description
63,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,64,East Description
WEST,0,West Description
64,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,65,East Description
WEST,0,West Description
65,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,66,East Description
WEST,0,West Description
66,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,67,East Description
WEST,0,West Description
67,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,68,East Description
WEST,0,West Description
68,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,69,East Description
WEST,0,West Description
69,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,70,East Description
WEST,0,West Description
70,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,71,East Description
WEST,0,West Description
71,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,72,East Description
WEST,0,West Description
72,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,73,East Description
WEST,0,West Description
73,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,74,East Description
WEST,0,West Description
74,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,75,East Description
WEST,0,West Description
75,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,76,East Description
WEST,0,West Description
76,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,77,East Description
WEST,0,West Description
77,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,78,East Description
WEST,0,West Description
78,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,79,East Description
WEST,0,West Description
79,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,80,East Description
WEST,0,West Description
80,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,81,East Description
WEST,0,West Description
81,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,82,East Description
WEST,0,West Description
82,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,83,East Description
WEST,0,West Description
83,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,84,East Description
WEST,0,West Description
84,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,85,East Description
WEST,0,West Description
85,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,86,East Description
WEST,0,West Description
86,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,87,East Description
WEST,0,West Description
87,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,88,East Description
WEST,0,West Description
88,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,89,East Description
WEST,0,West Description
89,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,90,East Description
WEST,0,West Description
90,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,91,East Description
WEST,0,West Description
91,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,92,East Description
WEST,0,West Description
92,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,93,East Description
WEST,0,West Description
93,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,94,East Description
WEST,0,West Description
94,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,95,East Description
WEST,0,West Description
95,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,96,East Description
WEST,0,West Description
96,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,97,East Description
WEST,0,West Description
97,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,98,East Description
WEST,0,West Description
98,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,99,East Description
WEST,0,West Description
99,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,100,East Description
WEST,0,West Description
100,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,101,East Description
WEST,0,West Description
101,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,102,East Description
WEST,0,West Description
102,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,103,East Description
WEST,0,West Description
103,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,104,East Description
WEST,0,West Description
104,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,105,East Description
WEST,0,West Description
105,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,106,East Description
WEST,0,West Description
106,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,107,East Description
WEST,0,West Description
107,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,108,East Description
WEST,0,West Description
108,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,109,East Description
WEST,0,West Description
109,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,110,East Description
WEST,0,West Description
110,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,111,East Description
WEST,0,West Description
111,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,112,East Description
WEST,0,West Description
112,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,113,East Description
WEST,0,West Description
113,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,114,East Description
WEST,0,West Description
114,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,115,East Description
WEST,0,West Description
115,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,116,East Description
WEST,0,West Description
116,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,117,East Description
WEST,0,West Description
117,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,118,East Description
WEST,0,West Description
118,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,119,East Description
WEST,0,West Description
119,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,120,East Description
WEST,0,West Description
120,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,121,East Description
WEST,0,West Description
121,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,122,East Description
WEST,0,West Description
122,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,123,East Description
WEST,0,West Description
123,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,124,East Description
WEST,0,West Description
124,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,125,East Description
WEST,0,West Description
125,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,126,East Description
WEST,0,West Description
126,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,127,East Description
WEST,0,West Description
127,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,128,East Description
WEST,0,West Description
128,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,129,East Description
WEST,0,West Description
129,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,130,East Description
WEST,0,West Description
130,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,131,East Description
WEST,0,West Description
131,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,132,East Description
WEST,0,West Description
132,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,133,East Description
WEST,0,West Description
133,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,134,East Description
WEST,0,West Description
134,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,135,East Description
WEST,0,West Description
135,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,136,East Description
WEST,0,West Description
136,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,137,East Description
WEST,0,West Description
137,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,138,East Description
WEST,0,West Description
138,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,139,East Description
WEST,0,West Description
139,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,140,East Description
WEST,0,West Description
140,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,141,East Description
WEST,0,West Description
141,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,142,East Description
WEST,0,West Description
142,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,143,East Description
WEST,0,West Description
143,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,144,East Description
WEST,0,West Description
144,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,145,East Description
WEST,0,West Description
145,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,146,East Description
WEST,0,West Description
146,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,147,East Description
WEST,0,West Description
147,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,148,East Description
WEST,0,West Description
148,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,149,East Description
WEST,0,West Description
149,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,150,East Description
WEST,0,West Description
150,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,151,East Description
WEST,0,West Description
151,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,152,East Description
WEST,0,West Description
152,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,153,East Description
WEST,0,West Description
153,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,154,East Description
WEST,0,West Description
154,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,155,East Description
WEST,0,West Description
155,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,156,East Description
WEST,0,West Description
156,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,157,East Description
WEST,0,West Description
157,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,158,East Description
WEST,0,West Description
158,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,159,East Description
WEST,0,West Description
159,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,160,East Description
WEST,0,West Description
160,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,161,East Description
WEST,0,West Description
161,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,162,East Description
WEST,0,West Description
162,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,163,East Description
WEST,0,West Description
163,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,164,East Description
WEST,0,West Description
164,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,165,East Description
WEST,0,West Description
165,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,166,East Description
WEST,0,West Description
166,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,167,East Description
WEST,0,West Description
167,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,168,East Description
WEST,0,West Description
168,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,169,East Description
WEST,0,West Description
169,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,170,East Description
WEST,0,West Description
170,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,171,East Description
WEST,0,West Description
171,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,172,East Description
WEST,0,West Description
172,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,173,East Description
WEST,0,West Description
173,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,174,East Description
WEST,0,West Description
174,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,175,East Description
WEST,0,West Description
175,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,176,East Description
WEST,0,West Description
176,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,177,East Description
WEST,0,West Description
177,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,178,East Description
WEST,0,West Description
178,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,179,East Description
WEST,0,West Description
179,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,180,East Description
WEST,0,West Description
180,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,181,East Description
WEST,0,West Description
181,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,182,East Description
WEST,0,West Description
182,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,183,East Description
WEST,0,West Description
183,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,184,East Description
WEST,0,West Description
184,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,185,East Description
WEST,0,West Description
185,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,186,East Description
WEST,0,West Description
186,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,187,East Description
WEST,0,West Description
187,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,188,East Description
WEST,0,West Description
188,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,189,East Description
WEST,0,West Description
189,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,190,East Description
WEST,0,West Description
190,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,191,East Description
WEST,0,West Description
191,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,192,East Description
WEST,0,West Description
192,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,193,East Description
WEST,0,West Description
193,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,194,East Description
WEST,0,West Description
194,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,195,East Description
WEST,0,West Description
195,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,196,East Description
WEST,0,West Description
196,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,197,East Description
WEST,0,West Description
197,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,198,East Description
WEST,0,West Description
198,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,199,East Description
WEST,0,West Description
199,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,200,East Description
WEST,0,West Description
200,outside,Room Description,
NORTH,0,North Discription
SOUTH,2,South Descripton
EAST,0,East Description
WEST,0,West Description
201,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,2,East Description
WEST,0,West Description
202,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,3,East Description
WEST,1,West Description
203,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,4,East Description
WEST,1,West Description
204,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,5,East Description
WEST,1,West Description
205,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,6,East Description
WEST,1,West Description
206,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,7,East Description
WEST,1,West Description
207,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,8,East Description
WEST,1,West Description
208,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,9,East Description
WEST,1,West Description
209,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,10,East Description
WEST,1,West Description
210,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,11,East Description
WEST,1,West Description
211,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,12,East Description
WEST,1,West Description
212,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,13,East Description
WEST,1,West Description
213,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,14,East Description
WEST,1,West Description
214,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,15,East Description
WEST,1,West Description
215,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,16,East Description
WEST,1,West Description
216,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,17,East Description
WEST,1,West Description
217,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,18,East Description
WEST,1,West Description
218,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,19,East Description
WEST,1,West Description
219,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,20,East Description
WEST,1,West Description
220,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,21,East Description
WEST,1,West Description
221,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,22,East Description
WEST,1,West Description
222,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,23,East Description
WEST,1,West Description
223,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,24,East Description
WEST,1,West Description
224,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,25,East Description
WEST,1,West Description
225,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,26,East Description
WEST,1,West Description
226,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,27,East Description
WEST,1,West Description
227,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,28,East Description
WEST,1,West Description
228,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,29,East Description
WEST,1,West Description
229,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,30,East Description
WEST,1,West Description
230,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,31,East Description
WEST,1,West Description
231,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,32,East Description
WEST,1,West Description
232,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,33,East Description
WEST,1,West Description
233,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,34,East Description
WEST,1,West Description
234,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,35,East Description
WEST,1,West Description
235,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,36,East Description
WEST,1,West Description
236,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,37,East Description
WEST,1,West Description
237,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,38,East Description
WEST,1,West Description
238,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,39,East Description
WEST,1,West Description
239,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,40,East Description
WEST,1,West Description
240,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,41,East Description
WEST,1,West Description
241,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,42,East Description
WEST,1,West Description
242,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,43,East Description
WEST,1,West Description
243,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,44,East Description
WEST,1,West Description
244,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,45,East Description
WEST,1,West Description
245,outside,Room Description,
NORTH,1,North Discription
SOUTH,3,South Descripton
EAST,46,East Description
WEST,1,West Description
246,outside,Room Description,
