100
1,outside,Room Description,
43,outside,Room Description,
NORTH,43,North Discription
SOUTH,53,South Descripton
EAST,44,East Description
WEST,42,West Description
44,outside,Room Description,
NORTH,44,North Discription
SOUTH,54,South Descripton
EAST,45,East Description
WEST,43,West Description
45,outside,Room Description,
NORTH,45,North Discription
SOUTH,55,South Descripton
EAST,46,East Description
WEST,44,West Description
46,outside,Room Description,
NORTH,46,North Discription
SOUTH,56,South Descripton
EAST,47,East Description
WEST,45,West Description
47,outside,Room Description,
NORTH,47,North Discription
SOUTH,57,South Descripton
EAST,48,East Description
WEST,46,West Description
48,outside,Room Description,
NORTH,48,North Discription
SOUTH,58,South Descripton
EAST,49,East Description
WEST,47,West Description
49,outside,Room Description,
NORTH,49,North Discription
SOUTH,59,South Descripton
EAST,50,East Description
WEST,48,West Description
50,outside,Room Description,
NORTH,50,North Discription
SOUTH,60,South Descripton
EAST,0,East Description
WEST,49,West Description
51,outside,Room Description,
NORTH,51,North Discription
SOUTH,61,South Descripton
EAST,52,East Description
WEST,0,West Description
52,outside,Room Description,
NORTH,52,North Discription
SOUTH,62,South Descripton
EAST,53,East Description
WEST,51,West Description
53,outside,Room Description,
NORTH,53,North Discription
SOUTH,63,South Descripton
EAST,54,East Description
WEST,52,West Description
54,outside,Room Description,
NORTH,54,North Discription
SOUTH,64,South Descripton
EAST,55,East Description
WEST,53,West Description
55,outside,Room Description,
NORTH,55,North Discription
SOUTH,65,South Descripton
EAST,56,East Description
WEST,54,West Description
56,outside,Room Description,
NORTH,56,North Discription
SOUTH,66,South Descripton
EAST,57,East Description
WEST,55,West Description
57,outside,Room Description,
NORTH,57,North Discription
SOUTH,67,South Descripton
EAST,58,East Description
WEST,56,West Description
58,outside,Room Description,
NORTH,58,North Discription
SOUTH,68,South Descripton
EAST,59,East Description
WEST,57,West Description
59,outside,Room Description,
NORTH,59,North Discription
SOUTH,69,South Descripton
EAST,60,East Description
WEST,58,West Description
60,outside,Room Description,
NORTH,60,North Discription
SOUTH,70,South Descripton
EAST,0,East Description
WEST,59,West Description
61,outside,Room Description,
NORTH,61,North Discription
SOUTH,71,South Descripton
EAST,62,East Description
WEST,0,West Description
62,outside,Room Description,
NORTH,62,North Discription
SOUTH,72,South Descripton
EAST,63,East Description
WEST,61,West Description
63,outside,Room Description,
NORTH,63,North Discription
SOUTH,73,South Descripton
EAST,64,East Description
WEST,62,West Description
64,outside,Room Description,
NORTH,64,North Discription
SOUTH,74,South Descripton
EAST,65,East Description
WEST,63,West Description
65,outside,Room Description,
NORTH,65,North Discription
SOUTH,75,South Descripton
EAST,66,East Description
WEST,64,West Description
66,outside,Room Description,
NORTH,66,North Discription
SOUTH,76,South Descripton
EAST,67,East Description
WEST,65,West Description
67,outside,Room Description,
NORTH,67,North Discription
SOUTH,77,South Descripton
EAST,68,East Description
WEST,66,West Description
68,outside,Room Description,
NORTH,68,North Discription
SOUTH,78,South Descripton
EAST,69,East Description
WEST,67,West Description
69,outside,Room Description,
NORTH,69,North Discription
SOUTH,79,South Descripton
EAST,70,East Description
WEST,68,West Description
70,outside,Room Description,
NORTH,70,North Discription
SOUTH,80,South Descripton
EAST,0,East Description
WEST,69,West Description
71,outside,Room Description,
NORTH,71,North Discription
SOUTH,81,South Descripton
EAST,72,East Description
WEST,0,West Description
72,outside,Room Description,
NORTH,72,North Discription
SOUTH,82,South Descripton
EAST,73,East Description
WEST,71,West Description
73,outside,Room Description,
NORTH,73,North Discription
SOUTH,83,South Descripton
EAST,74,East Description
WEST,72,West Description
74,outside,Room Description,
NORTH,74,North Discription
SOUTH,84,South Descripton
EAST,75,East Description
WEST,73,West Description
75,outside,Room Description,
NORTH,75,North Discription
SOUTH,85,South Descripton
EAST,76,East Description
WEST,74,West Description
76,outside,Room Description,
NORTH,76,North Discription
SOUTH,86,South Descripton
EAST,77,East Description
WEST,75,West Description
77,outside,Room Description,
NORTH,77,North Discription
SOUTH,87,South Descripton
EAST,78,East Description
WEST,76,West Description
78,outside,Room Description,
NORTH,78,North Discription
SOUTH,88,South Descripton
EAST,79,East Description
WEST,77,West Description
79,outside,Room Description,
NORTH,79,North Discription
SOUTH,89,South Descripton
EAST,80,East Description
WEST,78,West Description
80,outside,Room Description,
NORTH,80,North Discription
SOUTH,90,South Descripton
EAST,0,East Description
WEST,79,West Description
81,outside,Room Description,
NORTH,81,North Discription
SOUTH,91,South Descripton
EAST,82,East Description
WEST,0,West Description
82,outside,Room Description,
NORTH,82,North Discription
SOUTH,92,South Descripton
EAST,83,East Description
WEST,81,West Description
83,outside,Room Description,
NORTH,83,North Discription
SOUTH,93,South Descripton
EAST,84,East Description
WEST,82,West Description
84,outside,Room Description,
NORTH,84,North Discription
SOUTH,94,South Descripton
EAST,85,East Description
WEST,83,West Description
85,outside,Room Description,
NORTH,85,North Discription
SOUTH,95,South Descripton
EAST,86,East Description
WEST,84,West Description
86,outside,Room Description,
NORTH,86,North Discription
SOUTH,96,South Descripton
EAST,87,East Description
WEST,85,West Description
87,outside,Room Description,
NORTH,87,North Discription
SOUTH,97,South Descripton
EAST,88,East Description
WEST,86,West Description
88,outside,Room Description,
NORTH,88,North Discription
SOUTH,98,South Descripton
EAST,89,East Description
WEST,87,West Description
89,outside,Room Description,
NORTH,89,North Discription
SOUTH,99,South Descripton
EAST,90,East Description
WEST,88,West Description
90,outside,Room Description,
NORTH,90,North Discription
SOUTH,100,South Descripton
EAST,0,East Description
WEST,89,West Description
91,outside,Room Description,
NORTH,91,North Discription
SOUTH,0,South Descripton
EAST,92,East Description
WEST,0,West Description
92,outside,Room Description,
NORTH,92,North Discription
SOUTH,0,South Descripton
EAST,93,East Description
WEST,91,West Description
93,outside,Room Description,
NORTH,93,North Discription
SOUTH,0,South Descripton
EAST,94,East Description
WEST,92,West Description
94,outside,Room Description,
NORTH,94,North Discription
SOUTH,0,South Descripton
EAST,95,East Description
WEST,93,West Description
95,outside,Room Description,
NORTH,95,North Discription
SOUTH,0,South Descripton
EAST,96,East Description
WEST,94,West Description
96,outside,Room Description,
NORTH,96,North Discription
SOUTH,0,South Descripton
EAST,97,East Description
WEST,95,West Description
97,outside,Room Description,
NORTH,97,North Discription
SOUTH,0,South Descripton
EAST,98,East Description
WEST,96,West Description
98,outside,Room Description,
NORTH,98,North Discription
SOUTH,0,South Descripton
EAST,99,East Description
WEST,97,West Description
99,outside,Room Description,
NORTH,99,North Discription
SOUTH,0,South Descripton
EAST,100,East Description
WEST,98,West Description
100,outside,Room Description,
NORTH,100,North Discription
SOUTH,0,South Descripton
EAST,0,East Description
WEST,99,West Description
